Index,A0,A1,A2,M0,M1,M2,O0,O1,O2,Time
1,0.0024,-6.9869,6.8984,15.7272,33.3801,3.923,329.625,45.3594,0.1094,2018/12/9 10:13
2,-0.0068,-6.9953,6.9008,16.1881,34.552,3.2425,329.625,45.3594,0.1094,2018/12/9 10:13
3,-0.0056,-6.9897,6.8988,16.9113,34.2773,3.9536,329.625,45.3594,0.1094,2018/12/9 10:13
4,0,-6.9865,6.8956,15.7242,34.3323,4.1809,329.625,45.3594,0.1094,2018/12/9 10:13
5,-0.0024,-6.9833,6.8992,16.3391,34.1187,3.1815,329.625,45.3594,0.1094,2018/12/9 10:13
6,-0.0024,-6.9897,6.9036,16.0629,33.6624,4.4418,329.625,45.3594,0.1094,2018/12/9 10:13
7,-0.0099,-6.9897,6.9044,15.8066,33.754,4.0878,329.625,45.3594,0.1094,2018/12/9 10:13
8,-0.004,-6.9861,6.8996,16.5604,35.3973,4.6265,329.625,45.3594,0.1094,2018/12/9 10:13
9,-0.0068,-6.9945,6.8972,16.362,34.3811,3.6087,329.625,45.3594,0.1094,2018/12/9 10:13
10,-0.0032,-6.9861,6.8972,16.1911,34.7427,3.9413,329.625,45.3594,0.1094,2018/12/9 10:13
11,-0.0092,-6.9889,6.9056,16.1148,34.3231,3.9917,329.625,45.3594,0.1094,2018/12/9 10:13
12,-0.0068,-6.9877,6.9,16.3849,34.404,4.1458,329.625,45.3594,0.1094,2018/12/9 10:13
13,-0.0012,-6.9861,6.898,15.7593,34.346,3.7704,329.625,45.3594,0.1094,2018/12/9 10:13
14,-0.0056,-6.9841,6.9,16.4993,34.2926,4.0771,329.625,45.3594,0.1094,2018/12/9 10:13
15,-0.0056,-6.9881,6.896,16.4475,33.9829,3.4409,329.625,45.3594,0.1094,2018/12/9 10:13
16,-0.0079,-6.9877,6.8992,16.0263,34.1293,3.5614,329.625,45.3594,0.1094,2018/12/9 10:13
17,-0.0052,-6.9833,6.8936,16.4169,34.2438,3.4256,329.625,45.3594,0.1094,2018/12/9 10:13
18,-0.0048,-6.9869,6.898,15.8218,34.874,3.8696,329.625,45.3594,0.1094,2018/12/9 10:13
19,-0.0028,-6.9877,6.8992,16.4551,33.9996,3.6026,329.625,45.3594,0.1094,2018/12/9 10:13
20,-0.0036,-6.9845,6.8972,15.4007,34.3933,3.9841,329.625,45.3594,0.1094,2018/12/9 10:13
21,-0.0064,-6.9869,6.9012,16.301,33.9905,3.8315,329.625,45.3594,0.1094,2018/12/9 10:13
22,-0.0032,-6.9885,6.898,16.1118,34.1019,4.1,329.625,45.3594,0.1094,2018/12/9 10:13
23,-0.0056,-6.9925,6.8984,16.5619,34.3414,3.6316,329.625,45.3594,0.1094,2018/12/9 10:13
24,-0.0048,-6.9897,6.9012,15.9897,34.2346,4.7287,329.625,45.3594,0.1094,2018/12/9 10:13
25,-0.0056,-6.9885,6.8972,16.1331,33.5739,3.891,329.625,45.3594,0.1094,2018/12/9 10:13
26,-0.0044,-6.9869,6.898,15.8875,34.2789,3.5355,329.625,45.3594,0.1094,2018/12/9 10:13
27,-0.0036,-6.9893,6.9,16.5833,34.61,3.8071,329.625,45.3594,0.1094,2018/12/9 10:13
28,-0.0052,-6.9941,6.9012,15.8875,33.7891,3.7842,329.625,45.3594,0.1094,2018/12/9 10:13
29,-0.0016,-6.9849,6.8972,16.2216,34.23,4.1,329.625,45.3594,0.1094,2018/12/9 10:13
30,-0.0044,-6.9869,6.8972,16.2872,33.8211,4.3106,329.6406,45.3594,0.1094,2018/12/9 10:13
31,-0.0072,-6.9933,6.8988,16.3849,33.8425,3.8818,329.6406,45.3594,0.1094,2018/12/9 10:13
32,-0.0083,-6.9877,6.9004,16.2643,34.8785,4.5486,329.6406,45.3594,0.1094,2018/12/9 10:13
33,-0.0096,-6.9873,6.8996,16.1026,33.7463,3.4668,329.625,45.3594,0.1094,2018/12/9 10:13
34,-0.0052,-6.9861,6.898,16.4627,34.2697,3.8406,329.625,45.3594,0.1094,2018/12/9 10:13
35,-0.0028,-6.9901,6.8956,16.1484,34.5261,3.9337,329.625,45.3594,0.1094,2018/12/9 10:13
36,-0.0056,-6.9957,6.8992,16.6565,34.1873,3.4607,329.625,45.3594,0.1094,2018/12/9 10:13
37,-0.0079,-6.9889,6.8992,16.1713,33.8532,4.3808,329.625,45.3594,0.1094,2018/12/9 10:13
38,-0.0036,-6.9849,6.8992,16.1499,34.1812,4.0756,329.625,45.3594,0.1094,2018/12/9 10:13
39,-0.0036,-6.9865,6.8988,16.4871,34.2041,3.8406,329.625,45.3594,0.1094,2018/12/9 10:13
40,-0.0064,-6.9925,6.8996,16.2308,34.7626,3.7918,329.6406,45.3594,0.1094,2018/12/9 10:13
41,-0.0032,-6.9921,6.896,16.2125,34.0469,3.6285,329.6406,45.3594,0.1094,2018/12/9 10:13
42,-0.006,-6.9873,6.898,16.2125,34.0469,3.6285,329.6406,45.3594,0.1094,2018/12/9 10:13
43,-0.0088,-6.9917,6.9028,16.2048,34.1339,4.0451,329.6406,45.3594,0.1094,2018/12/9 10:13
44,-0.0052,-6.9849,6.8956,16.7786,34.5779,4.1641,329.6406,45.3594,0.1094,2018/12/9 10:13
45,-0.0115,-6.9905,6.8956,16.452,34.314,4.5578,329.6406,45.3594,0.1094,2018/12/9 10:13
46,-0.0076,-6.9901,6.9036,16.1713,33.493,4.4373,329.6406,45.3594,0.1094,2018/12/9 10:13
47,-0.0028,-6.9873,6.9012,15.3565,33.5602,4.3533,329.6406,45.3594,0.1094,2018/12/9 10:13
48,-0.0096,-6.9873,6.8992,16.2048,33.7769,3.8895,329.6406,45.3594,0.1094,2018/12/9 10:13
49,-0.0123,-6.9905,6.9016,15.7547,34.1141,4.2542,329.6406,45.3594,0.1094,2018/12/9 10:13
50,-0.0079,-6.9941,6.9016,16.4398,34.8587,4.2587,329.6406,45.3594,0.1094,2018/12/9 10:13
51,-0.0072,-6.9865,6.8964,15.8402,34.0683,3.9337,329.6406,45.3594,0.1094,2018/12/9 10:13
52,-0.004,-6.9877,6.9,16.185,34.2392,4.0192,329.6406,45.3594,0.1094,2018/12/9 10:13
53,-0.0048,-6.9965,6.9016,15.6769,34.0179,4.2099,329.6406,45.3594,0.1094,2018/12/9 10:13
54,-0.0028,-6.9901,6.9028,15.8554,33.9829,4.0543,329.6406,45.3594,0.1094,2018/12/9 10:13
55,-0.006,-6.9861,6.8992,16.1606,33.9294,4.3152,329.6406,45.3594,0.1094,2018/12/9 10:13
56,-0.006,-6.9909,6.896,15.4617,33.6868,4.4266,329.6406,45.3594,0.1094,2018/12/9 10:13
57,-0.0016,-6.9837,6.9008,16.3727,34.0851,3.3981,329.6406,45.3594,0.1094,2018/12/9 10:13
58,-0.0012,-6.9917,6.8984,16.3528,34.1538,3.9047,329.6406,45.3594,0.1094,2018/12/9 10:13
59,-0.0028,-6.9945,6.8948,16.5939,34.1492,3.7994,329.6406,45.3594,0.1094,2018/12/9 10:13
60,-0.0127,-6.9873,6.9012,15.8768,33.9905,4.4693,329.6406,45.3594,0.1094,2018/12/9 10:13
61,-0.0123,-6.9897,6.9,16.861,33.9493,3.9871,329.6406,45.3594,0.1094,2018/12/9 10:13
62,-0.0076,-6.9841,6.8968,15.7791,34.3536,3.5812,329.6406,45.3594,0.1094,2018/12/9 10:13
63,-0.0048,-6.9889,6.898,15.8905,34.2377,3.8361,329.6406,45.3594,0.1094,2018/12/9 10:13
64,-0.0096,-6.9837,6.8976,15.7196,34.1736,5.1529,329.6406,45.3594,0.1094,2018/12/9 10:13
65,-0.002,-6.9933,6.9008,16.835,34.4101,4.6005,329.6406,45.3594,0.1094,2018/12/9 10:13
66,-0.0068,-6.9901,6.9004,15.9561,33.4992,4.2007,329.6406,45.3594,0.1094,2018/12/9 10:13
67,-0.0099,-6.9857,6.898,16.2018,34.4605,4.1443,329.6406,45.3594,0.1094,2018/12/9 10:13
68,-0.0044,-6.9897,6.8968,16.2231,33.7433,4.0421,329.6406,45.3594,0.1094,2018/12/9 10:13
69,-0.0024,-6.9877,6.8964,15.9821,33.5907,5.014,329.6406,45.3594,0.1094,2018/12/9 10:13
70,-0.006,-6.9905,6.8988,16.2628,34.1995,4.2267,329.6406,45.3594,0.1094,2018/12/9 10:13
71,-0.0076,-6.9893,6.8956,15.3381,34.3536,4.3198,329.6406,45.3594,0.1094,2018/12/9 10:13
72,-0.0083,-6.9857,6.8988,16.0446,33.8425,4.4296,329.6406,45.3594,0.125,2018/12/9 10:13
73,-0.0064,-6.9889,6.8948,16.2628,34.1766,4.4357,329.6406,45.3594,0.125,2018/12/9 10:13
74,-0.006,-6.9901,6.8944,16.4337,34.3475,3.7521,329.6406,45.3594,0.125,2018/12/9 10:13
75,-0.0056,-6.9905,6.8952,15.6189,34.0866,3.5767,329.6406,45.3594,0.125,2018/12/9 10:13
76,-0.0103,-6.9897,6.8948,16.1545,34.1293,3.9536,329.6406,45.3594,0.125,2018/12/9 10:13
77,-0.0052,-6.9861,6.898,16.7786,34.5703,3.7704,329.6406,45.3594,0.125,2018/12/9 10:13
78,-0.0008,-6.9877,6.9004,16.536,34.4025,4.2801,329.6406,45.3594,0.125,2018/12/9 10:13
79,-0.0076,-6.9885,6.8964,15.8875,34.7595,4.4968,329.6406,45.3594,0.125,2018/12/9 10:13
80,-0.0131,-6.9873,6.8984,16.1408,34.2697,4.483,329.6406,45.3594,0.125,2018/12/9 10:13
81,-0.0008,-6.9921,6.8964,16.1316,33.9417,4.9881,329.6406,45.3594,0.125,2018/12/9 10:13
82,-0.002,-6.9909,6.8992,16.2079,33.9996,4.4556,329.6406,45.3594,0.125,2018/12/9 10:13
83,-0.0088,-6.9877,6.8944,16.301,34.7153,3.6301,329.6406,45.3594,0.125,2018/12/9 10:13
84,-0.0092,-6.9897,6.8976,16.2781,34.3399,3.5904,329.6406,45.3594,0.125,2018/12/9 10:13
85,-0.006,-6.9937,6.906,16.3101,33.7875,4.5441,329.6406,45.3594,0.125,2018/12/9 10:13
86,-0.0092,-6.9865,6.8992,16.6412,33.6426,3.8284,329.6406,45.3594,0.125,2018/12/9 10:13
87,-0.0092,-6.9929,6.8992,16.5085,33.6456,3.9124,329.6406,45.3594,0.125,2018/12/9 10:13
88,-0.0083,-6.9949,6.8976,16.182,34.6924,3.8818,329.6406,45.3594,0.125,2018/12/9 10:13
89,-0.0068,-6.9845,6.8968,16.3086,34.1171,3.801,329.6406,45.3594,0.125,2018/12/9 10:13
90,-0.0076,-6.9853,6.8964,16.626,34.2239,4.0863,329.6406,45.3594,0.125,2018/12/9 10:13
91,-0.0036,-6.9881,6.8984,16.3025,33.873,3.7003,329.6406,45.3594,0.125,2018/12/9 10:13
92,-0.0048,-6.9889,6.8992,16.6702,34.4162,3.9246,329.6406,45.3594,0.125,2018/12/9 10:13
93,-0.0028,-6.9893,6.8984,16.33,34.0439,3.8589,329.6406,45.3594,0.125,2018/12/9 10:13
94,-0.0044,-6.9841,6.8988,16.3162,34.169,4.0405,329.6406,45.3594,0.125,2018/12/9 10:13
95,-0.0072,-6.9869,6.8992,16.0629,33.5388,4.2938,329.6563,45.3594,0.125,2018/12/9 10:13
96,-0.0012,-6.9849,6.9,15.7974,34.5429,4.3884,329.6563,45.3594,0.125,2018/12/9 10:13
97,-0.0044,-6.9889,6.9,16.3132,34.6466,4.0833,329.6563,45.3594,0.125,2018/12/9 10:13
98,-0.0076,-6.9873,6.8936,16.1255,34.1538,3.7292,329.6563,45.3594,0.125,2018/12/9 10:13
99,-0.0036,-6.996,6.8984,15.5075,34.3811,3.9688,329.6563,45.3594,0.125,2018/12/9 10:13
100,-0.0024,-6.9949,6.8964,16.5588,33.6746,4.4281,329.6563,45.3594,0.125,2018/12/9 10:13
101,-0.0072,-6.9889,6.9028,16.5573,34.1217,3.5416,329.6563,45.3594,0.125,2018/12/9 10:13
102,-0.0052,-6.9857,6.8988,16.2155,34.6588,3.537,329.6563,45.3594,0.125,2018/12/9 10:13
103,-0.0127,-6.9881,6.8996,16.1713,34.1354,3.6652,329.6563,45.3594,0.125,2018/12/9 10:13
104,-0.0024,-6.9921,6.8988,16.2048,34.375,4.1214,329.6563,45.3594,0.125,2018/12/9 10:13
105,-0.0048,-6.9877,6.9012,16.5787,34.4574,4.3243,329.6563,45.3594,0.125,2018/12/9 10:13
106,-0.0028,-6.9897,6.8996,16.5878,34.5779,3.7582,329.6563,45.3594,0.125,2018/12/9 10:13
107,-0.0096,-6.9841,6.9,15.7455,34.1324,3.3524,329.6563,45.3594,0.125,2018/12/9 10:13
108,-0.004,-6.9905,6.9024,15.7913,34.7733,4.3167,329.6563,45.3594,0.125,2018/12/9 10:13
109,-0.006,-6.9877,6.9012,16.4169,34.0179,4.2892,329.6563,45.3594,0.125,2018/12/9 10:13
110,-0.0063,-6.9865,6.8996,16.0461,34.1187,4.4571,329.6563,45.3594,0.125,2018/12/9 10:13
111,-0.0088,-6.9873,6.9012,15.9775,33.696,4.0009,329.6563,45.3594,0.125,2018/12/9 10:13
112,-0.0044,-6.9869,6.9,15.7532,34.3948,3.2822,329.6563,45.3594,0.125,2018/12/9 10:13
113,-0.0143,-6.9917,6.8996,15.918,34.5291,3.6484,329.6563,45.3594,0.125,2018/12/9 10:13
114,-0.0096,-6.9857,6.898,15.6128,34.2651,5.0247,329.6563,45.3594,0.125,2018/12/9 10:13
115,-0.006,-6.9885,6.9,15.9821,34.8801,4.2572,329.6563,45.3594,0.125,2018/12/9 10:13
116,-0.0088,-6.9917,6.8948,15.6982,34.4406,3.8589,329.6563,45.3594,0.125,2018/12/9 10:13
117,-0.002,-6.9893,6.9012,16.4963,34.7076,3.8666,329.6563,45.3594,0.125,2018/12/9 10:13
118,-0.0068,-6.9893,6.9016,16.2888,34.0576,4.4983,329.6563,45.3594,0.125,2018/12/9 10:13
119,-0.0008,-6.9901,6.8956,16.0172,34.2011,3.5614,329.6563,45.3594,0.125,2018/12/9 10:13
120,-0.0036,-6.9909,6.9004,16.1591,34.0317,4.5959,329.6563,45.3594,0.125,2018/12/9 10:13
121,-0.0079,-6.9885,6.9,16.2201,33.9066,3.4836,329.6563,45.3594,0.125,2018/12/9 10:13
122,-0.0096,-6.9837,6.8972,16.2384,34.1309,3.4119,329.6563,45.3594,0.125,2018/12/9 10:13
123,-0.006,-6.9905,6.8988,16.2415,34.4742,3.5538,329.6563,45.3594,0.125,2018/12/9 10:13
124,0.0004,-6.9941,6.9008,16.3651,34.6054,4.3442,329.6563,45.3594,0.125,2018/12/9 10:13
125,-0.0099,-6.9865,6.898,16.1652,34.1614,3.717,329.6563,45.3594,0.125,2018/12/9 10:13
126,-0.0072,-6.9893,6.898,16.1194,34.3933,4.1031,329.6563,45.3594,0.125,2018/12/9 10:13
127,-0.0072,-6.9869,6.9004,16.5665,34.3414,4.1977,329.6563,45.3594,0.125,2018/12/9 10:13
128,-0.0048,-6.9829,6.8976,16.2079,33.8715,3.9871,329.6563,45.3594,0.125,2018/12/9 10:13
129,-0.0036,-6.9905,6.8972,15.7944,34.7092,3.8055,329.6563,45.3594,0.125,2018/12/9 10:13
130,-0.0103,-6.9953,6.9024,15.654,33.8852,3.2944,329.6563,45.3594,0.125,2018/12/9 10:13
131,-0.0079,-6.9889,6.8984,16.4078,34.2072,4.3762,329.6563,45.3594,0.125,2018/12/9 10:13
132,-0.0036,-6.9881,6.8996,16.1545,34.3002,4.7287,329.6563,45.3594,0.125,2018/12/9 10:13
133,-0.006,-6.9825,6.8972,15.9348,34.4696,4.5044,329.6563,45.3594,0.125,2018/12/9 10:13
134,-0.0092,-6.9893,6.8944,15.9332,34.8373,4.3137,329.6563,45.3594,0.125,2018/12/9 10:13
135,-0.0032,-6.9861,6.896,16.1652,34.3414,3.1525,329.6563,45.3594,0.125,2018/12/9 10:13
136,-0.0016,-6.9909,6.8988,15.5701,34.1141,3.9856,329.6563,45.3594,0.125,2018/12/9 10:13
137,-0.0012,-6.9921,6.8944,16.095,34.3445,3.9917,329.6563,45.3594,0.125,2018/12/9 10:13
138,-0.0024,-6.9833,6.8996,15.9332,34.1278,4.0451,329.6563,45.3594,0.125,2018/12/9 10:13
139,-0.002,-6.9873,6.8964,16.42,34.5215,3.7781,329.6563,45.3594,0.125,2018/12/9 10:13
140,-0.0032,-6.9873,6.8988,15.9256,34.3231,4.7989,329.6563,45.3594,0.125,2018/12/9 10:13
141,-0.0076,-6.9857,6.9,15.9866,33.9142,3.2806,329.6563,45.3594,0.125,2018/12/9 10:13
142,-0.0083,-6.9925,6.9036,16.5207,34.1873,4.2587,329.6563,45.3594,0.125,2018/12/9 10:13
143,-0.0092,-6.9913,6.8948,15.8554,34.1049,3.4103,329.6563,45.3594,0.125,2018/12/9 10:13
144,-0.0092,-6.9877,6.8984,16.4368,35.228,4.1931,329.6563,45.3594,0.125,2018/12/9 10:13
145,-0.0056,-6.9905,6.8992,15.686,33.754,4.2374,329.6563,45.3594,0.125,2018/12/9 10:13
146,-0.0072,-6.9905,6.9028,16.1942,34.4498,3.6682,329.6563,45.3594,0.125,2018/12/9 10:13
147,-0.0052,-6.9905,6.8996,16.4078,34.2133,4.9118,329.6563,45.3594,0.125,2018/12/9 10:13
148,-0.0024,-6.9901,6.9016,15.9119,34.0759,4.01,329.6563,45.3594,0.125,2018/12/9 10:13
149,0.0004,-6.9889,6.9012,15.8234,34.2011,4.2908,329.6563,45.3594,0.125,2018/12/9 10:13
150,-0.004,-6.9797,6.902,15.6891,33.6594,4.4907,329.6563,45.3594,0.125,2018/12/9 10:13
151,-0.0044,-6.9913,6.896,16.5039,34.6497,3.8086,329.6563,45.3594,0.125,2018/12/9 10:13
152,-0.0024,-6.9881,6.9012,16.7786,33.8516,4.1977,329.6719,45.3594,0.125,2018/12/9 10:13
153,-0.0068,-6.9885,6.902,16.0385,34.2667,4.1306,329.6719,45.3594,0.125,2018/12/9 10:13
154,-0.006,-6.9793,6.9008,15.712,34.0088,4.0756,329.6719,45.3594,0.125,2018/12/9 10:13
155,-0.004,-6.9877,6.8928,15.9729,34.9808,4.1306,329.6719,45.3594,0.125,2018/12/9 10:13
156,-0.0056,-6.9857,6.9,15.9226,34.79,4.2999,329.6719,45.3594,0.125,2018/12/9 10:13
157,-0.0092,-6.9889,6.9008,16.3742,34.8785,4.4861,329.6719,45.3594,0.125,2018/12/9 10:13
158,-0.0008,-6.9845,6.9048,16.2247,34.964,4.3442,329.6719,45.3594,0.125,2018/12/9 10:13
159,-0.0028,-6.9893,6.8976,16.2506,34.0988,4.2709,329.6719,45.3594,0.125,2018/12/9 10:13
160,-0.0083,-6.9853,6.9012,15.7455,34.2697,4.2419,329.6719,45.3594,0.125,2018/12/9 10:13
161,0.002,-6.9917,6.8996,17.363,34.169,3.6407,329.6719,45.3594,0.125,2018/12/9 10:13
162,-0.0052,-6.9881,6.8956,15.5258,33.8471,3.5294,329.6719,45.3594,0.1406,2018/12/9 10:13
163,-0.0052,-6.9845,6.8956,16.243,34.3155,3.9871,329.6719,45.3594,0.1406,2018/12/9 10:13
164,0.0008,-6.9869,6.8988,16.2247,34.1873,4.1077,329.6719,45.3594,0.1406,2018/12/9 10:13
165,-0.0056,-6.9901,6.902,15.7883,35.1791,3.5477,329.6719,45.3594,0.1406,2018/12/9 10:13
166,0.0012,-6.9881,6.8992,16.3696,34.4406,3.4287,329.6719,45.3594,0.1406,2018/12/9 10:13
167,-0.006,-6.9893,6.9016,16.6168,34.3857,3.4637,329.6719,45.3594,0.1406,2018/12/9 10:13
168,-0.0028,-6.9869,6.904,16.4108,34.6237,2.5955,329.6719,45.3594,0.1406,2018/12/9 10:13
169,-0.0064,-6.9869,6.9008,15.9088,34.8358,3.8956,329.6719,45.3594,0.1406,2018/12/9 10:13
170,-0.0064,-6.9881,6.8988,15.9531,34.3536,4.6661,329.6719,45.3594,0.1406,2018/12/9 10:13
171,-0.0024,-6.9897,6.9028,16.4276,33.8165,4.4708,329.6719,45.3594,0.1406,2018/12/9 10:13
172,-0.0024,-6.9901,6.9004,16.2872,34.2011,3.6438,329.6719,45.3594,0.1406,2018/12/9 10:13
173,-0.0048,-6.9857,6.9008,15.5716,34.0286,4.6463,329.6719,45.3594,0.1406,2018/12/9 10:13
174,-0.0028,-6.9885,6.9008,15.5945,34.0195,5.1178,329.6719,45.3594,0.1406,2018/12/9 10:13
175,-0.0048,-6.9857,6.9044,15.8081,34.79,4.0771,329.6719,45.3594,0.1406,2018/12/9 10:13
176,-0.0048,-6.9921,6.902,16.3712,34.2819,3.27,329.6719,45.3594,0.1406,2018/12/9 10:13
177,-0.0032,-6.9925,6.9008,16.2048,34.1034,3.9688,329.6719,45.3594,0.1406,2018/12/9 10:13
178,-0.006,-6.9877,6.8996,16.4871,34.2621,3.4912,329.6719,45.3594,0.1406,2018/12/9 10:13
179,-0.0056,-6.9933,6.9012,16.1011,33.9294,4.2801,329.6719,45.3594,0.1406,2018/12/9 10:13
180,-0.0016,-6.9849,6.8972,15.8463,34.0546,3.9932,329.6719,45.3594,0.1406,2018/12/9 10:13
181,-0.0063,-6.9841,6.902,16.4627,34.5505,3.8651,329.6719,45.3594,0.1406,2018/12/9 10:13
average,-0.005449724,-6.988545856,6.899062983,16.15858398,34.2314674,4.017225414,329.6476293,45.3594,0.12060442,
