Index,A0,A1,A2,M0,M1,M2,O0,O1,O2,Time
1,-0.0135,-7.0144,6.8792,33.2016,15.094,-15.8203,268.4531,45.8594,-0.4375,2018/12/9 10:12
2,-0.0135,-7.0144,6.8768,32.8323,14.7858,-15.6281,268.4531,45.8594,-0.4375,2018/12/9 10:12
3,-0.0191,-7.008,6.878,32.9132,14.418,-16.4505,268.4531,45.8594,-0.4375,2018/12/9 10:12
4,-0.0143,-7.006,6.8784,32.1823,13.916,-16.0599,268.4531,45.8594,-0.4375,2018/12/9 10:12
5,-0.0151,-7.0108,6.8728,32.6706,15.152,-15.8173,268.4375,45.8594,-0.4375,2018/12/9 10:12
6,-0.0127,-7.0124,6.8764,32.106,14.9078,-15.8859,268.4375,45.8594,-0.4375,2018/12/9 10:12
7,-0.0151,-7.0076,6.8776,32.4249,14.4379,-15.3839,268.4375,45.8594,-0.4375,2018/12/9 10:12
8,-0.0119,-7.0124,6.88,32.6721,15.6815,-15.9058,268.4375,45.8594,-0.4219,2018/12/9 10:12
9,-0.0127,-7.014,6.8752,32.9758,14.708,-15.5762,268.4375,45.8594,-0.4219,2018/12/9 10:12
10,-0.0123,-7.0128,6.8752,32.5348,14.8102,-15.8463,268.4375,45.8594,-0.4219,2018/12/9 10:12
11,-0.0151,-7.0028,6.8768,32.9788,14.4791,-15.9561,268.4375,45.8594,-0.4219,2018/12/9 10:12
12,-0.0211,-7.0064,6.8764,32.5775,14.5844,-15.4327,268.4375,45.8594,-0.4219,2018/12/9 10:12
13,-0.0203,-7.0072,6.8744,32.5592,14.8071,-15.6342,268.4375,45.8594,-0.4375,2018/12/9 10:12
14,-0.0123,-7.0084,6.8772,32.8125,14.9139,-16.3635,268.4375,45.8594,-0.4375,2018/12/9 10:12
15,-0.0139,-7.0068,6.8744,32.8461,15.2191,-15.8661,268.4375,45.8594,-0.4219,2018/12/9 10:12
16,-0.0127,-7.0104,6.8808,32.312,14.9017,-15.741,268.4219,45.8594,-0.4219,2018/12/9 10:12
17,-0.0139,-7.0084,6.8772,32.7026,13.9877,-15.5914,268.4219,45.8594,-0.4219,2018/12/9 10:12
18,-0.0147,-7.0048,6.8788,32.7133,14.8026,-15.3091,268.4219,45.8594,-0.4219,2018/12/9 10:12
19,-0.0151,-7.0084,6.8792,32.7042,14.5783,-15.9226,268.4219,45.8594,-0.4219,2018/12/9 10:12
20,-0.0107,-7.006,6.8772,33.0963,15.2283,-15.918,268.4219,45.8594,-0.4219,2018/12/9 10:12
21,-0.0151,-7.0124,6.8784,33.2504,15.3397,-15.6967,268.4219,45.8594,-0.4219,2018/12/9 10:12
22,-0.0163,-7.0028,6.8772,33.1589,14.885,-15.6555,268.4219,45.8594,-0.4219,2018/12/9 10:12
23,-0.0159,-7.0076,6.8764,33.2138,14.9674,-15.0436,268.4219,45.8594,-0.4063,2018/12/9 10:12
24,-0.0099,-7.0092,6.8776,32.2357,14.3951,-15.7578,268.4219,45.8594,-0.4063,2018/12/9 10:12
25,-0.0131,-7.0108,6.8744,32.5043,14.7415,-15.7272,268.4219,45.8594,-0.4063,2018/12/9 10:12
26,-0.0179,-7.0116,6.8744,32.9834,15.033,-16.0309,268.4219,45.8594,-0.4063,2018/12/9 10:12
27,-0.0167,-7.0088,6.8756,32.8903,14.4074,-15.6647,268.4219,45.8594,-0.4063,2018/12/9 10:12
28,-0.0203,-7.0068,6.8756,33.1863,14.5874,-15.6677,268.4219,45.8594,-0.4063,2018/12/9 10:12
29,-0.0103,-7.0128,6.8756,32.8949,14.9048,-15.4953,268.4219,45.8594,-0.4063,2018/12/9 10:12
30,-0.0111,-7.0104,6.8792,33.3542,15.4144,-15.5365,268.4219,45.8594,-0.4063,2018/12/9 10:12
31,-0.0187,-7.0028,6.8792,32.7805,14.8422,-15.1352,268.4219,45.8594,-0.4063,2018/12/9 10:12
32,-0.0175,-7.008,6.8696,32.7545,14.9597,-15.8035,268.4063,45.8594,-0.4063,2018/12/9 10:12
33,-0.0112,-7.0056,6.874,33.0154,14.7537,-15.3198,268.4063,45.8594,-0.4063,2018/12/9 10:12
34,-0.0116,-7.0136,6.8804,32.5378,14.9185,-15.4755,268.4063,45.8594,-0.4063,2018/12/9 10:12
35,-0.0163,-7.004,6.8768,33.0414,14.8804,-15.6326,268.4063,45.8594,-0.4063,2018/12/9 10:12
36,-0.0143,-7.0088,6.8796,32.7683,14.1571,-15.6647,268.4063,45.8594,-0.4063,2018/12/9 10:12
37,-0.0143,-7.0116,6.8768,32.7271,14.6393,-15.8173,268.4063,45.8594,-0.4063,2018/12/9 10:12
38,-0.0155,-7.0128,6.8712,33.0292,15.0238,-15.5411,268.4063,45.8594,-0.4063,2018/12/9 10:12
39,-0.0107,-7.0136,6.8784,32.7194,14.1281,-15.0085,268.4063,45.8594,-0.4063,2018/12/9 10:12
40,-0.0167,-7.0096,6.8772,33.0017,14.9063,-15.4175,268.4063,45.8594,-0.4063,2018/12/9 10:12
41,-0.0147,-7.0064,6.8724,32.782,14.65,-15.4144,268.4063,45.8594,-0.3906,2018/12/9 10:12
42,-0.0107,-7.01,6.8804,32.8537,13.9114,-15.8936,268.4063,45.8594,-0.3906,2018/12/9 10:12
43,-0.0191,-7.0084,6.8756,33.4625,15.5747,-15.9668,268.4063,45.8594,-0.3906,2018/12/9 10:12
44,-0.0147,-7.0084,6.8804,32.5775,14.6912,-15.48,268.4063,45.8594,-0.3906,2018/12/9 10:12
45,-0.0107,-7.006,6.8772,32.5699,14.5874,-15.6845,268.4063,45.8594,-0.3906,2018/12/9 10:12
46,-0.0151,-7.0048,6.8772,32.6126,14.8087,-15.062,268.4063,45.8594,-0.3906,2018/12/9 10:12
47,-0.0171,-7.0088,6.8784,32.7133,14.3448,-16.182,268.4063,45.8594,-0.3906,2018/12/9 10:12
48,-0.0151,-7.01,6.88,33.0307,15.2679,-16.6031,268.4063,45.8594,-0.3906,2018/12/9 10:12
49,-0.0139,-7.0088,6.876,32.6706,14.7202,-16.4398,268.4063,45.8594,-0.3906,2018/12/9 10:12
50,-0.0163,-7.006,6.8784,32.4219,14.3768,-16.069,268.4063,45.8594,-0.3906,2018/12/9 10:12
51,-0.0155,-7.0096,6.8772,32.6157,14.9857,-15.7654,268.4063,45.8594,-0.3906,2018/12/9 10:12
52,-0.0131,-7.0108,6.88,32.5089,14.7415,-15.1016,268.3906,45.8594,-0.3906,2018/12/9 10:12
53,-0.0119,-7.0112,6.8776,33.7219,15.2756,-15.4312,268.3906,45.8594,-0.3906,2018/12/9 10:12
54,-0.0127,-7.0116,6.874,33.0414,15.2313,-15.6647,268.3906,45.8594,-0.3906,2018/12/9 10:12
55,-0.0179,-7.008,6.874,32.8415,15.0772,-15.8798,268.3906,45.8594,-0.3906,2018/12/9 10:12
56,-0.0171,-7.0024,6.878,32.8125,14.3982,-15.3488,268.3906,45.8594,-0.3906,2018/12/9 10:12
57,-0.0111,-7.0052,6.8764,33.0627,14.7018,-15.7547,268.3906,45.8594,-0.3906,2018/12/9 10:12
58,-0.0119,-7.01,6.8784,32.8629,14.8651,-15.3397,268.3906,45.8594,-0.3906,2018/12/9 10:12
59,-0.0183,-7.0132,6.874,32.9208,14.8468,-15.329,268.3906,45.8594,-0.3906,2018/12/9 10:12
60,-0.0131,-7.0092,6.8764,32.8674,15.2252,-15.8203,268.3906,45.8594,-0.3906,2018/12/9 10:12
61,-0.0076,-7.0092,6.876,32.6874,14.9033,-15.9775,268.3906,45.8594,-0.3906,2018/12/9 10:12
62,-0.0155,-7.0044,6.8756,32.9575,14.2578,-15.2374,268.3906,45.8594,-0.3906,2018/12/9 10:12
63,-0.0155,-7.0072,6.8772,32.9208,14.9704,-15.1825,268.3906,45.8594,-0.375,2018/12/9 10:12
64,-0.0127,-7.0048,6.8796,32.8995,15.2588,-15.7608,268.3906,45.8594,-0.375,2018/12/9 10:12
65,-0.0143,-7.0084,6.8724,32.6584,14.534,-16.4307,268.3906,45.8594,-0.375,2018/12/9 10:12
66,-0.0135,-7.0084,6.8768,32.5058,15.4083,-15.8112,268.3906,45.8594,-0.375,2018/12/9 10:12
67,-0.0119,-7.0104,6.876,33.136,14.5493,-15.3046,268.3906,45.8594,-0.375,2018/12/9 10:12
68,-0.0171,-7.0068,6.878,32.5943,15.361,-15.741,268.3906,45.8594,-0.375,2018/12/9 10:12
69,-0.0151,-7.0108,6.8772,33.1986,14.6301,-15.4572,268.3906,45.8594,-0.375,2018/12/9 10:12
70,-0.0175,-7.0072,6.8784,32.7805,14.9078,-15.6616,268.3906,45.8594,-0.375,2018/12/9 10:12
71,-0.0127,-7.0084,6.8796,32.7805,14.0427,-15.1871,268.3906,45.8594,-0.375,2018/12/9 10:12
72,-0.0143,-7.0052,6.8772,32.7728,14.4531,-15.7181,268.375,45.8594,-0.375,2018/12/9 10:12
73,-0.0163,-7.008,6.8792,32.9025,15.2298,-15.1978,268.375,45.8594,-0.375,2018/12/9 10:12
74,-0.0163,-7.0072,6.8776,32.7942,14.1632,-15.5335,268.375,45.8594,-0.375,2018/12/9 10:12
75,-0.0163,-7.0068,6.8732,32.5851,14.5096,-15.3824,268.375,45.8594,-0.375,2018/12/9 10:12
76,-0.0183,-7.0052,6.8756,32.1899,13.6429,-15.1733,268.375,45.8594,-0.375,2018/12/9 10:12
77,-0.0199,-7.0132,6.8784,32.7316,14.7736,-15.1398,268.375,45.8594,-0.3594,2018/12/9 10:12
78,-0.0183,-7.0076,6.8788,32.6019,14.6637,-16.1484,268.375,45.8594,-0.3594,2018/12/9 10:12
79,-0.0171,-7.0092,6.8784,32.4905,14.5615,-15.4373,268.375,45.8594,-0.3594,2018/12/9 10:12
80,-0.0179,-7.0096,6.878,32.9941,14.6301,-16.7221,268.375,45.8594,-0.3594,2018/12/9 10:12
81,-0.0187,-7.01,6.8752,32.4539,14.4302,-15.6647,268.375,45.8594,-0.3594,2018/12/9 10:12
82,-0.0159,-7.0148,6.8772,32.4875,14.1983,-15.7791,268.375,45.8594,-0.3594,2018/12/9 10:12
83,-0.0163,-7.0064,6.8752,33.5053,15.094,-15.1413,268.375,45.8594,-0.3594,2018/12/9 10:12
84,-0.0112,-7.01,6.8724,32.6019,15.2878,-15.535,268.375,45.8594,-0.3594,2018/12/9 10:12
