Index,A0,A1,A2,M0,M1,M2,O0,O1,O2,Time
1,-0.0303,-6.9661,6.9068,-27.179,24.6079,-4.425,60.0156,45.4844,0.0625,2018/12/9 10:06
2,-0.0263,-6.9657,6.904,-28.1372,24.1837,-3.746,60.0156,45.4844,0.0625,2018/12/9 10:06
3,-0.0299,-6.9649,6.9052,-28.714,24.411,-3.6316,60.0156,45.4844,0.0625,2018/12/9 10:06
4,-0.0263,-6.9645,6.904,-28.244,24.1974,-4.0512,60.0156,45.4844,0.0469,2018/12/9 10:06
5,-0.0291,-6.9665,6.9139,-28.389,24.2722,-3.7094,60.0156,45.4844,0.0469,2018/12/9 10:06
6,-0.0275,-6.9677,6.9091,-27.8992,24.6689,-4.1565,60.0156,45.4844,0.0469,2018/12/9 10:06
7,-0.0283,-6.9725,6.908,-28.1158,24.9542,-3.8605,60.0156,45.4844,0.0469,2018/12/9 10:06
8,-0.0251,-6.9641,6.9131,-28.2105,25.029,-4.8325,60.0156,45.4844,0.0469,2018/12/9 10:06
9,-0.0251,-6.9665,6.9068,-28.1662,24.8581,-3.9322,60.0156,45.4844,0.0469,2018/12/9 10:06
10,-0.0227,-6.9693,6.9103,-28.5156,24.9374,-4.2313,60.0156,45.4844,0.0469,2018/12/9 10:06
11,-0.0255,-6.9657,6.9099,-27.858,25.0977,-3.8559,60.0156,45.4844,0.0469,2018/12/9 10:06
12,-0.0303,-6.9649,6.9088,-28.2044,24.4492,-3.4973,60.0156,45.4844,0.0469,2018/12/9 10:06
13,-0.0291,-6.9669,6.9088,-28.4805,24.5422,-3.5873,60.0156,45.4844,0.0469,2018/12/9 10:06
14,-0.0255,-6.9617,6.906,-28.2364,24.2127,-3.4348,60.0156,45.4844,0.0625,2018/12/9 10:06
15,-0.0283,-6.9725,6.9095,-27.7802,24.9298,-3.0075,60.0156,45.4844,0.0625,2018/12/9 10:06
16,-0.0267,-6.9649,6.9068,-28.4073,24.8138,-3.7796,60.0156,45.4844,0.0625,2018/12/9 10:06
17,-0.0291,-6.9629,6.9111,-27.9831,24.8245,-4.1214,60.0156,45.4844,0.0625,2018/12/9 10:06
18,-0.0235,-6.9665,6.9028,-28.3493,24.4415,-4.1412,60.0156,45.4844,0.0625,2018/12/9 10:06
19,-0.0223,-6.9673,6.9095,-27.8656,24.4843,-3.4912,60.0156,45.4844,0.0625,2018/12/9 10:06
20,-0.0299,-6.9621,6.9032,-28.2669,24.3637,-4.7714,60.0156,45.4844,0.0625,2018/12/9 10:06
21,-0.0215,-6.9673,6.9115,-27.3163,25.1267,-3.6942,60.0156,45.4844,0.0625,2018/12/9 10:06
22,-0.0215,-6.9661,6.908,-28.0457,24.1379,-4.1794,60.0156,45.4844,0.0625,2018/12/9 10:06
23,-0.0303,-6.9649,6.9111,-28.2272,24.6231,-4.2068,60.0156,45.4844,0.0469,2018/12/9 10:06
24,-0.0239,-6.9633,6.9016,-28.0396,24.173,-3.3173,60.0156,45.4844,0.0469,2018/12/9 10:06
25,-0.0251,-6.9653,6.908,-28.0624,24.8489,-3.9444,60.0156,45.4844,0.0469,2018/12/9 10:06
26,-0.0279,-6.9681,6.908,-28.1006,24.2874,-3.8742,60.0156,45.4844,0.0469,2018/12/9 10:06
27,-0.0287,-6.9685,6.9108,-28.3218,23.6496,-3.3585,60.0156,45.4844,0.0469,2018/12/9 10:06
28,-0.0291,-6.9709,6.9052,-28.1448,24.4568,-3.6575,60.0156,45.4844,0.0469,2018/12/9 10:06
29,-0.0311,-6.9705,6.9108,-28.3325,24.6521,-4.0955,60.0156,45.4844,0.0469,2018/12/9 10:06
30,-0.0279,-6.9705,6.9056,-27.7893,24.35,-3.7979,60.0156,45.4844,0.0469,2018/12/9 10:06
31,-0.0247,-6.9617,6.908,-27.8275,24.2722,-3.9719,60.0156,45.4844,0.0469,2018/12/9 10:06
32,-0.0315,-6.9721,6.9095,-28.3035,24.8505,-3.6911,60.0156,45.4844,0.0469,2018/12/9 10:06
33,-0.0335,-6.9677,6.9104,-27.9205,24.5773,-3.8086,60.0156,45.4844,0.0469,2018/12/9 10:06
34,-0.0251,-6.9721,6.908,-27.7268,24.8718,-4.361,60.0156,45.4844,0.0469,2018/12/9 10:06
35,-0.0287,-6.9669,6.9088,-28.1052,24.7681,-3.3554,60.0156,45.4844,0.0469,2018/12/9 10:06
36,-0.0283,-6.9693,6.9056,-28.4164,25.0488,-3.5461,60.0156,45.4844,0.0469,2018/12/9 10:06
37,-0.0255,-6.9717,6.9032,-28.1876,24.6155,-3.7796,60.0156,45.4844,0.0469,2018/12/9 10:06
38,-0.0319,-6.9677,6.9056,-27.9663,24.9939,-3.6163,60.0156,45.4844,0.0469,2018/12/9 10:06
39,-0.0307,-6.9685,6.9064,-28.3432,24.1913,-3.7857,60.0156,45.4844,0.0469,2018/12/9 10:06
40,-0.0267,-6.9661,6.908,-28.5461,24.498,-4.1428,60.0156,45.4844,0.0469,2018/12/9 10:06
41,-0.0299,-6.9697,6.908,-28.3371,23.1796,-3.6682,60.0156,45.4844,0.0469,2018/12/9 10:06
42,-0.0263,-6.9701,6.9091,-28.421,24.9832,-4.248,60.0156,45.4844,0.0469,2018/12/9 10:06
43,-0.0303,-6.9665,6.9119,-28.7033,24.9863,-3.8498,60.0156,45.4844,0.0469,2018/12/9 10:06
44,-0.0311,-6.9681,6.9076,-28.1815,24.5895,-3.4348,60.0156,45.4844,0.0469,2018/12/9 10:06
45,-0.0279,-6.9705,6.906,-28.3051,24.2432,-3.7735,60.0156,45.4844,0.0469,2018/12/9 10:06
46,-0.0271,-6.9685,6.9044,-28.0533,24.8993,-3.8025,60.0156,45.4844,0.0469,2018/12/9 10:06
47,-0.0251,-6.9697,6.9084,-28.0228,24.4247,-3.4363,60,45.4844,0.0469,2018/12/9 10:06
48,-0.0259,-6.9661,6.9088,-28.2455,24.6414,-4.1946,60,45.4844,0.0469,2018/12/9 10:06
49,-0.0307,-6.9649,6.9135,-28.0151,25.0763,-3.3218,60,45.4844,0.0469,2018/12/9 10:06
50,-0.0299,-6.9677,6.9108,-28.9368,24.3729,-3.3646,60,45.4844,0.0469,2018/12/9 10:06
51,-0.0287,-6.9661,6.908,-28.2593,24.5361,-3.8574,60,45.4844,0.0469,2018/12/9 10:06
