Index,A0,A1,A2,M0,M1,M2,O0,O1,O2,Time
1,-0.0315,-7.0164,6.872,16.8976,-5.3787,-36.3068,211.0156,45.5938,-0.2656,2018/12/9 10:11
2,-0.0343,-6.9925,6.8848,16.9312,-4.5837,-35.4965,211.0156,45.5938,-0.2656,2018/12/9 10:11
3,-0.0403,-6.9993,6.8868,16.716,-5.0095,-36.2763,211.0156,45.5938,-0.2656,2018/12/9 10:11
4,-0.0399,-7.0064,6.8848,16.7084,-5.8121,-35.9863,211.0156,45.5938,-0.2656,2018/12/9 10:11
5,-0.0419,-6.9969,6.8848,16.6809,-5.6198,-35.0693,211.0156,45.6094,-0.2656,2018/12/9 10:11
6,-0.0363,-6.9965,6.8848,16.568,-5.1987,-35.6583,211.0156,45.6094,-0.2656,2018/12/9 10:11
7,-0.0419,-6.9969,6.89,17.07,-5.4001,-35.5698,211.0156,45.6094,-0.2656,2018/12/9 10:11
8,-0.0371,-6.9945,6.8916,17.3981,-5.2216,-35.3195,211.0156,45.6094,-0.2656,2018/12/9 10:11
9,-0.0443,-6.9977,6.8856,17.7811,-5.2429,-35.791,211.0156,45.6094,-0.2656,2018/12/9 10:11
10,-0.0419,-6.9973,6.8868,17.0395,-4.9988,-35.1761,211.0156,45.6094,-0.2656,2018/12/9 10:11
11,-0.0351,-6.9996,6.8884,16.6489,-5.7922,-35.4004,211.0156,45.6094,-0.2656,2018/12/9 10:11
12,-0.0447,-6.9881,6.8884,16.7862,-5.1971,-35.7132,211.0156,45.6094,-0.2656,2018/12/9 10:11
13,-0.0363,-6.9996,6.8908,16.5115,-5.4108,-35.173,211.0156,45.6094,-0.2656,2018/12/9 10:11
14,-0.0427,-6.9909,6.886,17.07,-5.4794,-34.7748,211.0156,45.6094,-0.2656,2018/12/9 10:11
15,-0.0371,-6.9913,6.8864,17.3096,-5.2597,-35.8994,211.0156,45.6094,-0.2656,2018/12/9 10:11
16,-0.0371,-6.9949,6.8876,17.63,-4.6738,-36.0489,211.0156,45.6094,-0.2656,2018/12/9 10:11
17,-0.0403,-6.9984,6.8936,16.9708,-5.397,-34.9335,211.0156,45.6094,-0.2656,2018/12/9 10:11
18,-0.0391,-6.9909,6.8888,16.7221,-5.2872,-36.7157,211.0156,45.6094,-0.2656,2018/12/9 10:11
19,-0.0387,-6.996,6.8856,16.8213,-5.4749,-35.5881,211.0156,45.6094,-0.2656,2018/12/9 10:11
20,-0.0451,-7.0016,6.8916,17.392,-4.6097,-35.2524,211.0156,45.6094,-0.2656,2018/12/9 10:11
21,-0.0403,-6.9977,6.8864,16.9495,-5.4474,-35.8353,211.0156,45.6094,-0.2656,2018/12/9 10:11
22,-0.0407,-6.9953,6.8888,16.7191,-5.1239,-35.9741,211.0156,45.6094,-0.2656,2018/12/9 10:11
23,-0.0403,-6.998,6.8888,16.1011,-5.2109,-35.878,211.0156,45.6094,-0.2656,2018/12/9 10:11
24,-0.0403,-6.9993,6.8924,16.9586,-5.7739,-35.8749,211.0156,45.6094,-0.2656,2018/12/9 10:11
25,-0.0407,-6.9977,6.8832,16.5375,-5.8411,-35.5972,211.0156,45.6094,-0.2656,2018/12/9 10:11
26,-0.0387,-7.002,6.8908,17.0181,-5.3894,-35.8658,211.0156,45.6094,-0.2656,2018/12/9 10:11
27,-0.0387,-6.9977,6.8872,17.3386,-4.4922,-35.3546,211.0156,45.6094,-0.2656,2018/12/9 10:11
28,-0.0375,-7.0024,6.89,17.4118,-5.5237,-35.4385,211.0156,45.6094,-0.2656,2018/12/9 10:11
29,-0.0403,-6.9933,6.8868,17.4622,-4.8889,-36.0138,211.0156,45.6094,-0.2656,2018/12/9 10:11
30,-0.0395,-6.9989,6.8864,16.4932,-5.3055,-35.4874,211.0156,45.6094,-0.2656,2018/12/9 10:11
31,-0.0411,-6.9973,6.8884,16.9388,-5.5496,-34.6954,211.0156,45.6094,-0.2656,2018/12/9 10:11
32,-0.0375,-7,6.8872,16.5695,-4.8126,-35.434,211.0156,45.6094,-0.2656,2018/12/9 10:11
33,-0.0391,-6.9941,6.8936,16.5283,-5.9631,-35.3912,211.0156,45.6094,-0.2656,2018/12/9 10:11
34,-0.0403,-6.9953,6.8912,17.3172,-4.4159,-35.9375,211.0156,45.6094,-0.2656,2018/12/9 10:11
35,-0.0387,-6.9973,6.8888,16.687,-5.0095,-35.4218,211.0156,45.6094,-0.2656,2018/12/9 10:11
36,-0.0363,-6.998,6.8888,16.8015,-4.7073,-35.9436,211.0156,45.6094,-0.2656,2018/12/9 10:11
37,-0.0467,-6.9949,6.8876,16.333,-4.8462,-36.113,211.0156,45.6094,-0.2656,2018/12/9 10:11
38,-0.0347,-6.9996,6.8904,17.4439,-5.0354,-35.7681,211.0156,45.6094,-0.2656,2018/12/9 10:11
39,-0.0391,-6.9953,6.8844,16.629,-5.4993,-36.2,211.0156,45.6094,-0.2656,2018/12/9 10:11
40,-0.0395,-7.0008,6.8912,17.3386,-5.3467,-35.7452,211.0156,45.6094,-0.2656,2018/12/9 10:11
41,-0.0367,-6.996,6.8884,17.247,-5.4016,-35.6918,211.0156,45.6094,-0.2656,2018/12/9 10:11
42,-0.0339,-6.9925,6.8848,16.7236,-5.0659,-36.0672,211.0156,45.6094,-0.2656,2018/12/9 10:11
43,-0.0435,-6.9993,6.8864,16.5237,-5.5206,-35.5957,211.0156,45.6094,-0.2656,2018/12/9 10:11
44,-0.0459,-6.9984,6.8884,16.7481,-5.127,-35.7254,211.0156,45.6094,-0.2656,2018/12/9 10:11
45,-0.0407,-6.9933,6.8836,16.6885,-5.1086,-35.2554,211.0156,45.6094,-0.2656,2018/12/9 10:11
46,-0.0435,-6.998,6.8884,17.0914,-5.3177,-36.0428,211.0156,45.6094,-0.2656,2018/12/9 10:11
47,-0.0371,-7.0004,6.8856,17.4225,-5.2536,-35.7437,211.0156,45.6094,-0.2656,2018/12/9 10:11
48,-0.0443,-6.9977,6.8856,16.7419,-4.5883,-35.4752,211.0156,45.6094,-0.2656,2018/12/9 10:11
49,-0.0371,-6.9921,6.8908,16.5146,-5.481,-35.8536,211.0156,45.6094,-0.2656,2018/12/9 10:11
50,-0.0399,-6.9949,6.8852,16.8259,-5.1239,-36.232,211.0156,45.6094,-0.2656,2018/12/9 10:11
51,-0.0399,-6.9993,6.8904,16.5283,-5.2002,-35.6979,211.0156,45.6094,-0.2656,2018/12/9 10:11
52,-0.0347,-6.9977,6.888,16.7252,-5.3864,-36.1069,211.0156,45.6094,-0.2656,2018/12/9 10:11
53,-0.0387,-6.9949,6.886,16.5543,-4.8096,-35.7239,211.0156,45.6094,-0.2656,2018/12/9 10:11
54,-0.0395,-7.0004,6.8928,17.1051,-5.6519,-35.7163,211.0156,45.6094,-0.2656,2018/12/9 10:11
55,-0.0395,-6.9989,6.8904,16.6,-5.2048,-35.672,211.0156,45.6094,-0.2656,2018/12/9 10:11
56,-0.0431,-6.998,6.888,16.4017,-5.4688,-36.0321,211.0156,45.6094,-0.2656,2018/12/9 10:11
57,-0.0359,-6.9984,6.8888,16.8411,-5.629,-36.0123,211.0156,45.6094,-0.2656,2018/12/9 10:11
58,-0.0371,-7.0024,6.8872,16.6596,-6.0883,-35.3363,211.0156,45.6094,-0.2656,2018/12/9 10:11
59,-0.0403,-6.9929,6.8896,16.1453,-5.6671,-35.1669,211.0156,45.6094,-0.2656,2018/12/9 10:11
60,-0.0347,-6.9945,6.8868,16.8381,-5.1193,-35.3592,211.0156,45.6094,-0.2656,2018/12/9 10:11
61,-0.0407,-6.9977,6.89,16.6901,-5.3162,-35.7742,211.0156,45.6094,-0.2656,2018/12/9 10:11
62,-0.0395,-7.0004,6.8868,16.9159,-5.2505,-35.1883,211.0156,45.6094,-0.2656,2018/12/9 10:11
63,-0.0359,-6.9965,6.8884,16.6473,-4.9026,-34.9197,211.0156,45.6094,-0.2656,2018/12/9 10:11
64,-0.0371,-6.9953,6.8888,16.2048,-5.7083,-35.0235,211.0156,45.6094,-0.2656,2018/12/9 10:11
65,-0.0435,-7.0013,6.8864,17.1158,-5.2933,-35.5988,211.0156,45.6094,-0.2656,2018/12/9 10:11
66,-0.0407,-6.9925,6.8908,16.8335,-5.3024,-35.5103,211.0156,45.6094,-0.2656,2018/12/9 10:11
67,-0.0403,-6.9953,6.8876,16.0263,-5.1376,-35.5743,211.0156,45.6094,-0.2656,2018/12/9 10:11
68,-0.0415,-6.9945,6.886,17.6148,-4.9912,-36.1099,211.0156,45.6094,-0.2656,2018/12/9 10:11
69,-0.0399,-7,6.8856,16.922,-4.4815,-35.6827,211.0156,45.6094,-0.2656,2018/12/9 10:11
70,-0.0415,-6.9973,6.8868,17.3233,-5.249,-34.7977,211.0156,45.6094,-0.2656,2018/12/9 10:11
71,-0.0359,-6.9933,6.8856,16.7404,-5.5969,-35.1257,211.0156,45.6094,-0.2656,2018/12/9 10:11
72,-0.0363,-6.9941,6.8884,17.1967,-5.7953,-35.8826,211.0156,45.6094,-0.2656,2018/12/9 10:11
73,-0.0359,-6.9957,6.8924,17.0944,-5.0491,-36.1023,211.0156,45.6094,-0.2656,2018/12/9 10:11
74,-0.0335,-6.9957,6.886,16.8884,-5.4382,-35.1944,211.0156,45.6094,-0.2656,2018/12/9 10:11
75,-0.0371,-6.9933,6.8884,16.5634,-5.249,-35.4431,211,45.6094,-0.2656,2018/12/9 10:11
76,-0.0407,-6.9937,6.8876,16.7709,-5.1071,-35.7529,211,45.6094,-0.2656,2018/12/9 10:11
77,-0.0375,-6.9977,6.8884,16.7038,-5.4459,-35.6796,211,45.6094,-0.2656,2018/12/9 10:11
78,-0.0395,-7,6.8912,16.9952,-5.3482,-35.3546,211,45.6094,-0.2656,2018/12/9 10:11
79,-0.0387,-6.9977,6.8912,16.1972,-4.9591,-35.3592,211,45.6094,-0.2656,2018/12/9 10:11
80,-0.0371,-6.9996,6.89,16.1316,-6.2775,-35.9177,211,45.6094,-0.2656,2018/12/9 10:11
81,-0.0371,-6.9993,6.8912,16.4017,-5.4214,-35.3516,211,45.6094,-0.2656,2018/12/9 10:11
82,-0.0379,-6.9957,6.8904,17.2363,-5.1743,-35.1364,211,45.6094,-0.2656,2018/12/9 10:11
83,-0.0411,-6.996,6.892,16.8564,-5.8624,-35.3394,211,45.6094,-0.2656,2018/12/9 10:11
84,-0.0403,-6.998,6.8876,16.1591,-5.4077,-35.4675,211,45.6094,-0.2656,2018/12/9 10:11
85,-0.0411,-6.9969,6.8876,16.6489,-6.4713,-35.5072,211,45.6094,-0.2656,2018/12/9 10:11
86,-0.0399,-6.9969,6.89,16.8182,-5.3848,-35.6018,211,45.6094,-0.2656,2018/12/9 10:11
87,-0.0407,-6.9993,6.8884,16.919,-5.1209,-35.9848,211,45.6094,-0.2656,2018/12/9 10:11
88,-0.0375,-6.9977,6.89,17.1021,-4.9713,-35.1624,211,45.6094,-0.2656,2018/12/9 10:11
89,-0.0451,-6.9993,6.8872,17.1967,-5.3818,-35.3546,211,45.6094,-0.2656,2018/12/9 10:11
90,-0.0395,-6.9949,6.8892,17.3019,-5.0644,-35.8841,211,45.6094,-0.2656,2018/12/9 10:11
91,-0.0399,-6.9977,6.8836,16.7938,-5.7724,-35.6003,211,45.6094,-0.2656,2018/12/9 10:11
92,-0.0351,-7,6.8876,16.391,-5.3406,-35.0571,211,45.6094,-0.2656,2018/12/9 10:11
93,-0.0343,-7.0016,6.8868,16.8549,-4.7836,-35.8032,211,45.6094,-0.2656,2018/12/9 10:11
94,-0.0403,-6.998,6.8824,17.4042,-5.2795,-35.9772,211,45.6094,-0.2656,2018/12/9 10:11
95,-0.0371,-7.0036,6.8912,16.507,-5.1376,-35.5438,211,45.6094,-0.2656,2018/12/9 10:11
96,-0.0399,-6.9977,6.888,17.0746,-4.8279,-35.4904,211,45.6094,-0.2656,2018/12/9 10:11
97,-0.0387,-6.998,6.8864,17.6819,-4.7333,-35.6491,211,45.6094,-0.2656,2018/12/9 10:11
98,-0.0367,-6.9945,6.8868,16.9434,-5.7785,-35.3806,211,45.6094,-0.2656,2018/12/9 10:11
99,-0.0403,-7.0028,6.89,16.803,-5.1971,-35.7834,211,45.6094,-0.2656,2018/12/9 10:11
100,-0.0379,-6.9973,6.8884,16.7618,-5.2002,-35.2234,211,45.6094,-0.2656,2018/12/9 10:11
101,-0.0391,-6.9949,6.888,16.9159,-5.9128,-35.2661,211,45.6094,-0.2656,2018/12/9 10:11
102,-0.0363,-6.9977,6.8868,16.6397,-5.5969,-34.8099,211,45.6094,-0.2656,2018/12/9 10:11
103,-0.0411,-6.9977,6.8864,16.655,-4.6463,-35.9924,211,45.6094,-0.2656,2018/12/9 10:11
104,-0.0359,-6.998,6.8908,16.8869,-5.6351,-35.0189,211,45.6094,-0.2656,2018/12/9 10:11
105,-0.0375,-6.9925,6.886,17.4103,-4.8813,-35.5957,211,45.6094,-0.2656,2018/12/9 10:11
106,-0.0359,-6.9973,6.8864,16.6534,-5.1758,-36.1649,211,45.6094,-0.2656,2018/12/9 10:11
107,-0.0359,-6.9993,6.8896,17.2623,-4.9606,-35.3729,211,45.6094,-0.2656,2018/12/9 10:11
108,-0.0379,-6.9969,6.8912,16.6809,-5.2185,-35.5637,211,45.6094,-0.2656,2018/12/9 10:11
109,-0.0371,-6.9969,6.89,16.6916,-6.366,-34.6314,211,45.6094,-0.2656,2018/12/9 10:11
110,-0.0379,-6.9933,6.8904,16.9464,-5.5573,-35.669,211,45.6094,-0.2656,2018/12/9 10:11
111,-0.0387,-6.9965,6.888,17.0868,-5.0522,-35.8749,211,45.6094,-0.2656,2018/12/9 10:11
112,-0.0435,-7.0024,6.886,17.1082,-5.0583,-35.7697,211,45.6094,-0.2656,2018/12/9 10:11
113,-0.0375,-6.9973,6.8884,16.5314,-5.3528,-35.9787,211,45.6094,-0.2656,2018/12/9 10:11
114,-0.0411,-6.9901,6.892,16.6382,-5.6091,-35.9863,211,45.6094,-0.2656,2018/12/9 10:11
115,-0.0399,-6.9937,6.888,16.6443,-4.6539,-34.993,211,45.6094,-0.2656,2018/12/9 10:11
116,-0.0407,-6.9996,6.8916,16.7893,-4.7668,-35.6781,211,45.6094,-0.2656,2018/12/9 10:11
117,-0.0403,-6.9977,6.886,16.8167,-5.4062,-35.4401,211,45.6094,-0.2656,2018/12/9 10:11
118,-0.0482,-6.9969,6.8872,17.2989,-5.452,-35.2387,211,45.6094,-0.2656,2018/12/9 10:11
119,-0.0407,-6.9901,6.8936,16.9647,-5.6503,-35.3943,211,45.6094,-0.2656,2018/12/9 10:11
120,-0.0351,-6.9973,6.8912,16.5421,-5.7098,-36.5219,211,45.6094,-0.2656,2018/12/9 10:11
121,-0.0435,-7.0013,6.8924,17.0242,-4.7882,-35.3455,211,45.6094,-0.2656,2018/12/9 10:11
122,-0.0423,-6.9949,6.892,17.0776,-5.3329,-35.8933,211,45.6094,-0.2656,2018/12/9 10:11
123,-0.0419,-6.9925,6.8884,16.7984,-5.5222,-35.1013,211,45.6094,-0.2656,2018/12/9 10:11
124,-0.0395,-6.9977,6.89,16.7587,-5.9235,-35.9833,211,45.6094,-0.2656,2018/12/9 10:11
125,-0.0455,-6.9973,6.8892,17.0532,-5.1834,-35.4797,211,45.6094,-0.2656,2018/12/9 10:11
126,-0.0395,-7.0032,6.8892,17.3508,-4.7501,-35.7132,211,45.6094,-0.2656,2018/12/9 10:11
127,-0.0391,-6.998,6.8908,16.5802,-4.7943,-35.9924,211,45.6094,-0.2656,2018/12/9 10:11
128,-0.0391,-6.9973,6.894,16.5863,-5.249,-35.9345,211,45.6094,-0.2656,2018/12/9 10:11
129,-0.0335,-7.0024,6.8832,17.1387,-5.9647,-36.1084,211,45.6094,-0.2656,2018/12/9 10:11
130,-0.0443,-6.9953,6.8864,16.7389,-5.3635,-36.1313,211,45.6094,-0.2656,2018/12/9 10:11
131,-0.0399,-6.9989,6.8884,17.0578,-5.6122,-34.9197,211,45.6094,-0.2656,2018/12/9 10:11
132,-0.0387,-6.9949,6.8884,16.7557,-5.8685,-35.5118,211,45.6094,-0.2656,2018/12/9 10:11
133,-0.0379,-7,6.892,17.0929,-5.2338,-35.6461,211,45.6094,-0.2656,2018/12/9 10:11
134,-0.0371,-6.9993,6.886,17.2531,-4.9149,-35.733,211,45.6094,-0.2656,2018/12/9 10:11
135,-0.0459,-6.9993,6.8888,17.3889,-4.5395,-35.0494,211,45.6094,-0.2656,2018/12/9 10:11
136,-0.0415,-6.9949,6.892,17.2195,-5.4749,-35.2448,211,45.6094,-0.2656,2018/12/9 10:11
137,-0.0395,-6.9957,6.8892,17.3721,-5.304,-35.1288,211,45.6094,-0.2656,2018/12/9 10:11
138,-0.0431,-6.9965,6.8896,16.7618,-4.9728,-36.6119,211,45.6094,-0.2656,2018/12/9 10:11
139,-0.0367,-6.9993,6.8956,17.0654,-5.1498,-34.964,211,45.6094,-0.2656,2018/12/9 10:11
140,-0.0431,-6.9953,6.886,16.8442,-5.7281,-35.2783,211,45.6094,-0.2656,2018/12/9 10:11
141,-0.0367,-6.998,6.888,16.8747,-4.7623,-35.1334,211,45.6094,-0.2656,2018/12/9 10:11
142,-0.0427,-6.9989,6.8884,17.2516,-5.3391,-35.5667,211,45.6094,-0.2656,2018/12/9 10:11
143,-0.0331,-6.9984,6.8876,16.9479,-5.4474,-35.0708,211,45.6094,-0.2656,2018/12/9 10:11
144,-0.0415,-7.0004,6.886,16.6016,-5.0186,-35.4385,211,45.6094,-0.2656,2018/12/9 10:11
145,-0.0363,-6.9953,6.89,17.4927,-4.2755,-34.9976,211,45.6094,-0.2656,2018/12/9 10:11
146,-0.0355,-6.9996,6.8888,16.3879,-5.7281,-35.9985,211,45.6094,-0.2656,2018/12/9 10:11
147,-0.0443,-6.998,6.888,16.9144,-5.4413,-34.9213,211,45.6094,-0.2656,2018/12/9 10:11
148,-0.0403,-6.9969,6.8872,17.4988,-5.1025,-35.3973,211,45.6094,-0.2656,2018/12/9 10:11
149,-0.0399,-6.9989,6.894,17.1906,-5.5618,-35.6064,211,45.6094,-0.2656,2018/12/9 10:11
150,-0.0419,-6.9996,6.8928,16.6702,-4.8782,-34.5383,211,45.6094,-0.2656,2018/12/9 10:11
