Index,A0,A1,A2,M0,M1,M2,O0,O1,O2,Time
1,-0.0239,-7.0148,6.8848,28.5553,3.4119,-27.2598,241.375,45.6875,-0.1875,2018/12/9 10:11
2,-0.0315,-6.9873,6.8876,28.772,3.9063,-27.5559,241.375,45.6875,-0.1719,2018/12/9 10:11
3,-0.0291,-6.9953,6.8872,28.9093,3.8376,-27.2583,241.375,45.6875,-0.1719,2018/12/9 10:11
4,-0.0307,-6.9965,6.8888,28.7903,3.2623,-26.976,241.375,45.6875,-0.1719,2018/12/9 10:11
5,-0.0335,-6.9984,6.8832,28.624,3.1921,-27.3132,241.375,45.6875,-0.1719,2018/12/9 10:11
6,-0.0303,-6.9961,6.8864,28.9078,2.7725,-27.3758,241.375,45.6875,-0.1719,2018/12/9 10:11
7,-0.0251,-6.9977,6.8872,28.54,3.5019,-27.0325,241.375,45.6875,-0.1719,2018/12/9 10:11
8,-0.0331,-6.9965,6.8864,28.54,3.5019,-27.0325,241.375,45.6875,-0.1719,2018/12/9 10:11
9,-0.0319,-6.9945,6.884,28.1799,2.739,-26.7563,241.375,45.6875,-0.1719,2018/12/9 10:11
10,-0.0243,-6.9953,6.888,28.6865,2.8137,-27.0462,241.375,45.6875,-0.1719,2018/12/9 10:11
11,-0.0327,-6.998,6.8828,28.7293,3.3508,-27.092,241.375,45.6875,-0.1719,2018/12/9 10:11
12,-0.0295,-6.9933,6.8844,28.7521,3.2135,-28.1906,241.375,45.6875,-0.1719,2018/12/9 10:11
13,-0.0271,-6.9917,6.8848,28.5187,3.7216,-26.7761,241.375,45.6875,-0.1719,2018/12/9 10:11
14,-0.0287,-6.9984,6.8852,28.6713,2.739,-27.3804,241.375,45.6875,-0.1719,2018/12/9 10:11
15,-0.0263,-6.9977,6.8868,28.2303,3.5233,-27.2949,241.375,45.6875,-0.1719,2018/12/9 10:11
16,-0.0235,-6.9989,6.8896,28.8803,3.1509,-26.7227,241.375,45.6875,-0.1719,2018/12/9 10:11
17,-0.0299,-6.9973,6.8884,29.332,3.4485,-26.4557,241.375,45.6875,-0.1719,2018/12/9 10:11
18,-0.0287,-6.9973,6.8864,28.7308,3.479,-26.976,241.375,45.6875,-0.1719,2018/12/9 10:11
19,-0.0307,-7.0004,6.884,28.8452,2.8473,-27.8931,241.375,45.6875,-0.1719,2018/12/9 10:11
20,-0.0303,-6.9989,6.888,28.8437,3.8574,-27.1622,241.375,45.6875,-0.1719,2018/12/9 10:11
21,-0.0307,-6.9925,6.888,28.0853,2.9892,-27.6871,241.375,45.6875,-0.1719,2018/12/9 10:11
22,-0.0255,-6.9957,6.8892,28.4943,3.1143,-27.3575,241.375,45.6875,-0.1719,2018/12/9 10:11
23,-0.0319,-6.9945,6.8896,28.2608,2.6489,-26.9516,241.375,45.6875,-0.1719,2018/12/9 10:11
24,-0.0255,-6.9993,6.8872,28.7933,3.5873,-26.9959,241.375,45.6875,-0.1719,2018/12/9 10:11
