Index,A0,A1,A2,M0,M1,M2,O0,O1,O2,Time
1,-0.0036,-6.9993,6.886,28.0548,25.9567,-4.5502,299.3125,45.4688,0.0625,2018/12/9 10:13
2,-0.0076,-7.0068,6.8824,28.5934,25.8499,-4.1611,299.3281,45.4688,0.0625,2018/12/9 10:13
3,-0.0028,-7.0032,6.8852,27.6016,26.8082,-4.3991,299.3281,45.4688,0.0625,2018/12/9 10:13
4,0.0016,-7.0004,6.8884,28.154,26.0925,-4.3915,299.3281,45.4688,0.0625,2018/12/9 10:13
5,-0.006,-7.0004,6.8836,27.7817,26.3794,-5.0659,299.3281,45.4688,0.0625,2018/12/9 10:13
6,-0.002,-7.002,6.8864,27.9465,25.7568,-4.7653,299.3281,45.4688,0.0625,2018/12/9 10:13
7,0.0004,-7.0064,6.8804,28.0121,26.1032,-4.3365,299.3281,45.4688,0.0625,2018/12/9 10:13
8,-0.0044,-6.9965,6.8876,28.2303,26.0513,-4.0756,299.3281,45.4688,0.0625,2018/12/9 10:13
9,-0.0056,-7.0064,6.8872,27.977,26.2207,-3.8116,299.3281,45.4688,0.0625,2018/12/9 10:13
10,-0.0052,-6.9953,6.892,28.6255,26.5595,-5.2597,299.3281,45.4688,0.0625,2018/12/9 10:13
11,-0.004,-7.002,6.8876,28.183,26.1505,-4.5044,299.3281,45.4688,0.0625,2018/12/9 10:13
12,-0.0028,-6.996,6.8884,27.8778,25.7706,-4.6448,299.3281,45.4688,0.0625,2018/12/9 10:13
13,-0.0044,-7.0016,6.886,27.887,25.5417,-3.6606,299.3281,45.4688,0.0625,2018/12/9 10:13
14,-0.0092,-7.0008,6.8888,28.7323,26.0757,-4.0192,299.3281,45.4688,0.0625,2018/12/9 10:13
15,-0.0008,-6.9973,6.884,28.2105,25.9232,-3.4805,299.3281,45.4688,0.0625,2018/12/9 10:13
16,-0.0056,-7.0028,6.8864,28.0304,25.1587,-4.7577,299.3281,45.4688,0.0625,2018/12/9 10:13
17,-0.0083,-6.9969,6.8924,28.4226,25.8164,-4.4464,299.3281,45.4688,0.0625,2018/12/9 10:13
18,-0.004,-7,6.8848,28.3569,26.1398,-4.9271,299.3281,45.4688,0.0625,2018/12/9 10:13
19,-0.0072,-7.0068,6.8856,27.6749,26.1566,-4.1977,299.3281,45.4688,0.0625,2018/12/9 10:13
20,-0.0091,-7,6.884,28.2166,26.471,-4.8676,299.3281,45.4688,0.0625,2018/12/9 10:13
21,-0.002,-6.9969,6.8832,28.1433,26.1658,-4.7836,299.3281,45.4688,0.0625,2018/12/9 10:13
22,0.0016,-6.9993,6.8872,28.0655,25.6043,-3.7872,299.3281,45.4688,0.0625,2018/12/9 10:13
23,-0.0024,-6.9984,6.886,28.1464,26.2024,-4.0924,299.3281,45.4688,0.0625,2018/12/9 10:13
24,-0.002,-6.9996,6.8904,28.3386,26.535,-4.2435,299.3281,45.4688,0.0625,2018/12/9 10:13
25,-0.0024,-6.9953,6.8872,28.096,25.5005,-3.9047,299.3281,45.4688,0.0625,2018/12/9 10:13
26,-0.0016,-7.0004,6.884,28.5492,25.8591,-4.4128,299.3281,45.4688,0.0625,2018/12/9 10:13
27,-0.0012,-7.0036,6.8832,29.0253,25.9766,-3.9139,299.3281,45.4688,0.0625,2018/12/9 10:13
28,-0.0044,-6.9973,6.8832,28.0075,25.8377,-3.6102,299.3281,45.4688,0.0625,2018/12/9 10:13
29,-0.0016,-7.0004,6.8832,28.2486,26.2375,-3.9169,299.3281,45.4688,0.0625,2018/12/9 10:13
30,-0.0052,-7,6.8904,27.8442,26.0254,-4.7256,299.3281,45.4688,0.0625,2018/12/9 10:13
31,-0.0116,-6.998,6.8888,27.7603,25.8377,-4.4464,299.3281,45.4688,0.0625,2018/12/9 10:13
32,-0.0008,-7.0004,6.892,29.126,26.9898,-4.5868,299.3281,45.4688,0.0625,2018/12/9 10:13
33,-0.0088,-6.998,6.8844,28.3905,26.239,-4.4037,299.3281,45.4688,0.0625,2018/12/9 10:13
34,-0.0028,-6.9996,6.886,27.9984,25.531,-4.5532,299.3281,45.4688,0.0625,2018/12/9 10:13
35,-0.0024,-6.9996,6.8884,28.0411,26.2695,-4.4327,299.3281,45.4688,0.0625,2018/12/9 10:13
36,0.0016,-7.002,6.8884,28.3203,25.8514,-4.6799,299.3281,45.4688,0.0625,2018/12/9 10:13
37,-0.0064,-7.004,6.8888,28.1097,25.7523,-4.4159,299.3281,45.4688,0.0625,2018/12/9 10:13
38,-0.0008,-7.0004,6.8872,28.2425,25.9094,-4.3106,299.3281,45.4688,0.0625,2018/12/9 10:13
39,0.0024,-7.0036,6.89,28.1052,26.21,-5.0461,299.3281,45.4688,0.0625,2018/12/9 10:13
40,-0.004,-7.0032,6.8844,28.8223,26.5228,-3.8239,299.3281,45.4688,0.0625,2018/12/9 10:13
41,-0.0028,-6.996,6.8856,28.3279,26.1963,-4.4815,299.3281,45.4688,0.0625,2018/12/9 10:13
42,-0.0063,-7.0036,6.884,28.1921,26.532,-4.5456,299.3281,45.4688,0.0625,2018/12/9 10:13
43,-0.0016,-7.002,6.8824,28.0502,25.8286,-4.1977,299.3281,45.4688,0.0625,2018/12/9 10:13
44,0,-7.0036,6.8904,28.7415,26.0834,-4.2404,299.3281,45.4688,0.0625,2018/12/9 10:13
45,0.004,-7.0016,6.884,28.2471,26.0407,-4.4693,299.3281,45.4688,0.0625,2018/12/9 10:13
46,-0.0036,-7.0096,6.886,28.0823,25.8423,-4.2313,299.3281,45.4688,0.0625,2018/12/9 10:13
47,-0.002,-6.998,6.89,28.7933,26.799,-3.9764,299.3281,45.4688,0.0625,2018/12/9 10:13
48,-0.0032,-7.0048,6.8852,28.4271,26.265,-4.6707,299.3281,45.4688,0.0625,2018/12/9 10:13
49,-0.006,-6.9949,6.8856,28.064,26.4404,-4.0726,299.3281,45.4688,0.0625,2018/12/9 10:13
50,-0.0044,-7.0068,6.8884,28.3722,25.8148,-4.158,299.3281,45.4688,0.0625,2018/12/9 10:13
51,-0.0036,-7.0013,6.8848,28.6606,26.5244,-4.1031,299.3438,45.4688,0.0625,2018/12/9 10:13
52,-0.004,-7.0004,6.8828,28.1815,26.1643,-4.863,299.3438,45.4688,0.0781,2018/12/9 10:13
53,0.0016,-7.0008,6.886,28.7918,26.329,-3.891,299.3438,45.4688,0.0781,2018/12/9 10:13
54,-0.0036,-7.002,6.8872,28.6774,26.6342,-4.245,299.3438,45.4688,0.0781,2018/12/9 10:13
55,-0.0028,-6.9993,6.8872,28.6255,25.6058,-4.2862,299.3438,45.4688,0.0781,2018/12/9 10:13
56,-0.0099,-6.996,6.8864,28.1296,26.3748,-4.4739,299.3438,45.4688,0.0781,2018/12/9 10:13
57,-0.0032,-7.0036,6.884,28.2944,26.2817,-4.5792,299.3438,45.4688,0.0781,2018/12/9 10:13
58,-0.0072,-6.9953,6.8848,28.1937,25.3052,-3.92,299.3438,45.4688,0.0781,2018/12/9 10:13
59,-0.0004,-6.9989,6.8876,28.3173,26.0178,-4.1718,299.3438,45.4688,0.0781,2018/12/9 10:13
60,-0.0024,-6.9977,6.888,28.3997,25.8804,-4.6005,299.3438,45.4688,0.0781,2018/12/9 10:13
61,-0.0052,-6.9973,6.8868,27.7496,25.9903,-3.9703,299.3438,45.4688,0.0781,2018/12/9 10:13
62,0,-7.0016,6.8876,28.2471,26.1429,-3.9993,299.3438,45.4688,0.0781,2018/12/9 10:13
63,-0.006,-6.9949,6.892,28.0472,26.5427,-4.1061,299.3438,45.4688,0.0781,2018/12/9 10:13
64,-0.0008,-7.0004,6.8872,28.3615,26.0773,-3.8696,299.3438,45.4688,0.0781,2018/12/9 10:13
65,-0.0044,-7,6.8876,28.1143,26.4023,-4.7089,299.3438,45.4688,0.0781,2018/12/9 10:13
66,-0.0032,-6.9993,6.8876,28.0991,26.4023,-4.8462,299.3438,45.4688,0.0781,2018/12/9 10:13
67,-0.0032,-7.0068,6.8836,28.5111,25.8575,-4.3671,299.3438,45.4688,0.0781,2018/12/9 10:13
68,-0.0103,-6.9989,6.8868,27.3941,26.1398,-4.1367,299.3438,45.4688,0.0781,2018/12/9 10:13
69,-0.0052,-7.0016,6.882,28.3829,26.059,-4.3182,299.3438,45.4688,0.0781,2018/12/9 10:13
70,-0.0028,-7.0013,6.8896,28.3112,26.4404,-4.5425,299.3438,45.4688,0.0781,2018/12/9 10:13
71,0.0012,-7.004,6.8892,28.3691,26.0223,-3.7231,299.3438,45.4688,0.0781,2018/12/9 10:13
72,-0.0012,-6.998,6.886,28.6438,26.3748,-4.1641,299.3438,45.4688,0.0781,2018/12/9 10:13
73,-0.002,-6.9957,6.8876,28.4088,25.8194,-3.9383,299.3438,45.4688,0.0781,2018/12/9 10:13
74,-0.0012,-6.9993,6.8876,28.4332,26.2833,-5.4611,299.3438,45.4688,0.0781,2018/12/9 10:13
75,-0.0076,-7.0004,6.886,27.7557,26.6266,-4.3137,299.3438,45.4688,0.0781,2018/12/9 10:13
76,-0.002,-7.004,6.8904,28.3539,25.5081,-3.9871,299.3438,45.4688,0.0781,2018/12/9 10:13
77,-0.006,-7.0024,6.886,28.186,26.4679,-3.8391,299.3438,45.4688,0.0781,2018/12/9 10:13
78,-0.0044,-7.0024,6.8864,28.6621,26.5411,-4.4998,299.3438,45.4688,0.0781,2018/12/9 10:13
79,-0.0028,-7.0036,6.886,28.0823,26.2787,-4.8294,299.3438,45.4688,0.0781,2018/12/9 10:13
80,-0.0048,-7.0004,6.8836,28.4256,26.1536,-4.2862,299.3438,45.4688,0.0781,2018/12/9 10:13
81,-0.0012,-6.9973,6.8872,28.0396,26.4908,-4.1748,299.3438,45.4688,0.0781,2018/12/9 10:13
82,-0.0072,-7.0013,6.8884,28.5477,25.9979,-4.3747,299.3438,45.4688,0.0781,2018/12/9 10:13
83,-0.004,-7.004,6.8872,28.3676,26.0635,-3.9078,299.3438,45.4688,0.0781,2018/12/9 10:13
84,-0.0028,-6.9989,6.8864,27.8519,25.795,-4.7577,299.3438,45.4688,0.0781,2018/12/9 10:13
85,-0.0048,-7.0024,6.8868,28.0121,25.5753,-4.3549,299.3438,45.4688,0.0781,2018/12/9 10:13
86,-0.0064,-6.9965,6.8864,27.9587,25.7141,-3.8132,299.3438,45.4688,0.0781,2018/12/9 10:13
87,-0.004,-7.0036,6.8876,27.9984,25.6256,-4.2587,299.3438,45.4688,0.0781,2018/12/9 10:13
88,-0.006,-6.9984,6.8864,28.4576,26.6129,-5.011,299.3438,45.4688,0.0781,2018/12/9 10:13
89,-0.0036,-6.998,6.886,28.5996,25.7996,-4.6951,299.3438,45.4688,0.0781,2018/12/9 10:13
90,-0.002,-6.998,6.8888,28.6758,25.6989,-4.8248,299.3438,45.4688,0.0781,2018/12/9 10:13
91,-0.006,-7.0008,6.8884,28.5751,26.0269,-4.631,299.3438,45.4688,0.0781,2018/12/9 10:13
92,-0.0099,-7.0013,6.8884,28.476,26.2482,-3.5294,299.3594,45.4688,0.0781,2018/12/9 10:13
93,-0.0032,-7.0028,6.8864,28.5584,25.6317,-4.2816,299.3594,45.4688,0.0781,2018/12/9 10:13
94,0.0016,-6.9989,6.8868,28.186,26.1124,-4.0695,299.3594,45.4688,0.0781,2018/12/9 10:13
95,-0.0088,-7.0004,6.8836,28.476,25.8942,-3.8193,299.3594,45.4688,0.0781,2018/12/9 10:13
96,0.0028,-6.996,6.8852,28.4363,26.6083,-3.7628,299.3594,45.4688,0.0781,2018/12/9 10:13
97,-0.0008,-6.9996,6.8884,28.5111,26.236,-4.0115,299.3594,45.4688,0.0781,2018/12/9 10:13
98,-0.0048,-7.0056,6.8856,28.4988,26.3153,-4.4128,299.3594,45.4688,0.0781,2018/12/9 10:13
